feature_id,customer_id,feature_type,amount,start_date,end_date
4377,2247,Overdraft,5431.13,2016-10-03,2019-10-03
4378,4510,Insurance,51977.24,2016-10-27,2021-10-26
4379,3175,Insurance,32819.96,2016-12-28,2020-12-27
4380,1930,Credit Card,69722.04,2020-04-29,2025-04-28
4381,429,Locker,37869.62,2016-06-20,2019-06-20
4382,1592,Loan,76082.77,2017-02-08,2020-02-08
4383,2398,Locker,68999.79,2017-11-09,2021-11-08
4384,6214,Overdraft,33337.76,2015-02-21,2019-02-20
4385,6518,Credit Card,16565.82,2021-12-20,2026-12-19
4386,7949,Loan,14062.42,2020-08-15,2025-08-14
4387,1814,Credit Card,49620.85,2016-04-24,2017-04-24
4388,575,Insurance,85965.92,2019-10-26,2022-10-25
4389,4620,Credit Card,57359.25,2015-04-07,2019-04-06
4390,2994,Insurance,17807.12,2019-09-21,2023-09-20
4391,6763,Locker,78988.38,2019-11-02,2021-11-01
4392,4015,Insurance,57611.94,2016-04-15,2018-04-15
4393,4436,Insurance,33951.47,2020-08-13,2025-08-12
4394,6275,Credit Card,19926.72,2019-06-29,2021-06-28
4395,2649,Loan,91040.87,2015-08-16,2018-08-15
4396,3513,Locker,13626.79,2020-10-21,2022-10-21
4397,887,Overdraft,86056.34,2018-06-28,2021-06-27
4398,5260,Overdraft,71068.24,2016-05-07,2019-05-07
4399,471,Insurance,81204.92,2020-06-29,2022-06-29
4400,5909,Locker,3305.31,2016-09-15,2018-09-15
4401,5545,Credit Card,92152.01,2022-06-04,2027-06-03
4402,1594,Loan,3785.27,2019-02-27,2023-02-26
4403,4774,Locker,74708.14,2015-12-17,2018-12-16
4404,7499,Credit Card,33334.57,2019-10-09,2020-10-08
4405,733,Loan,66585.05,2018-07-16,2021-07-15
4406,1998,Overdraft,10726.21,2020-05-24,2022-05-24
4407,3215,Insurance,55131.82,2022-08-27,2024-08-26
4408,1989,Locker,65538.64,2017-06-07,2019-06-07
4409,5421,Overdraft,82696.11,2018-01-16,2020-01-16
4410,552,Credit Card,6938.7,2015-04-07,2020-04-05
4411,3381,Insurance,61764.68,2019-04-16,2024-04-14
4412,3623,Credit Card,34284.25,2016-08-12,2017-08-12
4413,772,Locker,29551.53,2017-01-11,2018-01-11
4414,5785,Overdraft,29732.76,2017-05-15,2022-05-14
4415,1625,Loan,12470.92,2023-10-23,2024-10-22
4416,7939,Loan,77146.9,2018-10-12,2019-10-12
4417,6480,Insurance,58480.1,2017-12-24,2020-12-23
4418,1938,Insurance,94716.75,2018-05-06,2020-05-05
4419,5358,Overdraft,53903.02,2019-01-26,2023-01-25
4420,5849,Loan,28130.16,2022-04-02,2023-04-02
4421,981,Insurance,36569.74,2016-09-16,2021-09-15
4422,7745,Loan,28931.96,2019-07-21,2022-07-20
4423,6277,Insurance,80614.13,2022-12-03,2025-12-02
4424,2735,Locker,51870.01,2018-01-07,2023-01-06
4425,355,Loan,93402.95,2020-02-25,2025-02-23
4426,1860,Credit Card,97246.9,2017-08-10,2021-08-09
4427,7034,Locker,62229.01,2023-06-23,2027-06-22
4428,7040,Loan,67759.06,2018-03-04,2020-03-03
4429,3716,Insurance,14022.15,2018-12-17,2020-12-16
4430,807,Locker,12567.2,2019-06-21,2021-06-20
4431,5194,Locker,47760.85,2015-02-28,2019-02-27
4432,6805,Credit Card,64971.89,2015-06-11,2017-06-10
4433,6872,Overdraft,34626.79,2023-03-22,2026-03-21
4434,7661,Overdraft,37591.14,2023-08-09,2027-08-08
4435,1002,Loan,89468.31,2020-06-03,2024-06-02
4436,5178,Loan,10164.14,2020-05-26,2025-05-25
4437,7855,Loan,71446.67,2017-07-20,2018-07-20
4438,3403,Locker,96480.83,2018-07-05,2023-07-04
4439,2750,Credit Card,66876.22,2020-09-17,2025-09-16
4440,4020,Credit Card,54848.22,2019-03-31,2021-03-30
4441,6765,Insurance,91180.66,2016-09-23,2021-09-22
4442,3806,Locker,44980.68,2018-01-14,2022-01-13
4443,5873,Credit Card,17481.6,2019-03-23,2024-03-21
4444,6355,Overdraft,30136.61,2021-05-05,2023-05-05
4445,2065,Loan,9674.14,2015-02-28,2018-02-27
4446,4326,Locker,47389.52,2017-07-12,2018-07-12
4447,1017,Overdraft,7291.55,2020-02-04,2021-02-03
4448,6657,Overdraft,4432.31,2023-11-29,2028-11-27
4449,3490,Overdraft,95370.06,2017-04-08,2021-04-07
4450,559,Locker,58698.05,2021-09-13,2025-09-12
4451,1877,Insurance,88506.75,2016-06-16,2020-06-15
4452,7241,Credit Card,35308.59,2021-01-06,2025-01-05
4453,996,Overdraft,55328.66,2017-12-20,2018-12-20
4454,6040,Overdraft,56637.29,2020-07-18,2023-07-18
4455,1252,Insurance,90021.26,2023-03-24,2027-03-23
4456,1591,Credit Card,41329.66,2016-12-23,2017-12-23
4457,5857,Loan,11172.42,2021-12-13,2025-12-12
4458,41,Credit Card,78445.09,2022-11-04,2025-11-03
4459,6156,Insurance,35756.47,2018-04-20,2023-04-19
4460,3074,Loan,44782.59,2021-04-29,2025-04-28
4461,7264,Overdraft,73520.73,2022-01-24,2023-01-24
4462,846,Credit Card,70392.03,2020-12-03,2023-12-03
4463,1353,Credit Card,1628.45,2022-05-23,2024-05-22
4464,2275,Credit Card,22524.64,2015-06-16,2018-06-15
4465,1917,Loan,7325.34,2023-03-01,2027-02-28
4466,574,Overdraft,62707.75,2016-08-16,2018-08-16
4467,5531,Locker,33038.15,2016-01-23,2021-01-21
4468,5695,Locker,32566.92,2017-07-27,2020-07-26
4469,7417,Loan,15877.86,2016-08-09,2021-08-08
4470,217,Insurance,46138.34,2022-10-31,2025-10-30
4471,6693,Credit Card,97141.14,2017-07-22,2020-07-21
4472,951,Overdraft,46431.08,2020-04-03,2023-04-03
4473,2387,Credit Card,22733.89,2016-02-07,2021-02-05
4474,4178,Overdraft,77348.99,2023-01-15,2028-01-14
4475,3608,Insurance,33095.36,2022-07-30,2025-07-29
4476,7071,Credit Card,98037.34,2017-05-17,2022-05-16
4477,3630,Credit Card,55219.89,2015-10-10,2018-10-09
4478,7249,Credit Card,68087.47,2022-11-16,2027-11-15
4479,5915,Overdraft,36721.98,2016-07-08,2019-07-08
4480,6738,Overdraft,14446.45,2018-08-08,2022-08-07
4481,1117,Credit Card,38115.51,2019-12-18,2022-12-17
4482,5254,Overdraft,40833.15,2022-08-05,2023-08-05
4483,3544,Overdraft,20919.55,2020-01-16,2024-01-15
4484,4470,Insurance,91176.52,2017-12-23,2020-12-22
4485,5423,Overdraft,57609.06,2017-12-06,2018-12-06
4486,6073,Locker,7878.09,2022-06-27,2025-06-26
4487,5240,Locker,22594.87,2019-07-23,2021-07-22
4488,7680,Insurance,20824.56,2019-05-17,2023-05-16
4489,3591,Insurance,41362.06,2020-11-11,2024-11-10
4490,334,Overdraft,14130.0,2020-03-15,2024-03-14
4491,2846,Insurance,79725.42,2021-02-23,2023-02-23
4492,924,Insurance,49053.17,2021-11-10,2024-11-09
4493,3697,Overdraft,69827.12,2022-11-20,2023-11-20
4494,7143,Locker,6365.34,2015-11-17,2016-11-16
4495,4649,Locker,51306.76,2020-04-09,2023-04-09
4496,478,Loan,19732.35,2018-08-20,2019-08-20
4497,4248,Overdraft,66237.43,2018-01-28,2019-01-28
4498,6827,Overdraft,51600.37,2022-05-24,2023-05-24
4499,6824,Loan,65482.61,2020-01-01,2021-12-31
4500,7573,Loan,16113.93,2020-02-28,2025-02-26
4501,1731,Insurance,41073.34,2020-08-01,2025-07-31
4502,3948,Loan,54711.73,2018-06-22,2022-06-21
4503,3825,Overdraft,39659.02,2015-06-17,2019-06-16
4504,3901,Locker,31083.54,2020-06-11,2025-06-10
4505,2501,Credit Card,66677.3,2023-03-04,2026-03-03
4506,3021,Credit Card,87873.3,2017-11-05,2018-11-05
4507,4936,Locker,57026.36,2019-11-30,2020-11-29
4508,4979,Credit Card,88704.33,2016-11-01,2018-11-01
4509,3392,Locker,14447.17,2021-01-14,2022-01-14
4510,3504,Credit Card,53909.54,2023-07-24,2026-07-23
4511,1118,Loan,71490.22,2015-02-17,2016-02-17
4512,7469,Locker,21486.97,2017-11-22,2020-11-21
4513,6961,Insurance,9790.55,2017-10-19,2020-10-18
4514,371,Insurance,87680.58,2020-12-23,2023-12-23
4515,5463,Overdraft,60523.92,2023-09-07,2028-09-05
4516,5818,Loan,38612.59,2018-09-12,2019-09-12
4517,3330,Credit Card,90047.21,2022-08-11,2026-08-10
4518,1067,Locker,65202.92,2015-02-06,2019-02-05
4519,3462,Overdraft,4636.14,2021-05-14,2022-05-14
4520,744,Loan,35167.15,2016-03-22,2019-03-22
4521,7231,Locker,94854.16,2022-09-08,2023-09-08
4522,7722,Credit Card,90695.41,2020-02-06,2024-02-05
4523,5850,Locker,53178.62,2023-01-15,2027-01-14
4524,4875,Loan,79693.93,2019-09-11,2021-09-10
4525,6444,Overdraft,88738.48,2020-09-26,2024-09-25
4526,7049,Insurance,77010.62,2022-12-06,2023-12-06
4527,7719,Loan,53425.28,2019-12-15,2020-12-14
4528,2021,Insurance,71439.36,2022-05-19,2025-05-18
4529,6996,Locker,1194.14,2017-08-27,2021-08-26
4530,2938,Credit Card,50877.45,2018-04-24,2020-04-23
4531,3579,Insurance,77301.86,2017-09-09,2021-09-08
4532,3051,Loan,98458.11,2016-04-16,2020-04-15
4533,6145,Locker,87817.06,2022-08-04,2024-08-03
4534,1454,Loan,73064.27,2023-02-20,2025-02-19
4535,4950,Loan,3871.99,2019-07-02,2022-07-01
4536,3548,Credit Card,6844.5,2019-12-21,2022-12-20
4537,719,Insurance,3521.19,2023-09-15,2025-09-14
4538,5471,Insurance,56251.58,2017-11-28,2021-11-27
4539,1217,Loan,34309.23,2015-08-02,2018-08-01
4540,5373,Loan,71645.49,2022-05-28,2027-05-27
4541,6154,Loan,75966.32,2021-12-18,2024-12-17
4542,2854,Overdraft,17630.07,2023-08-14,2028-08-12
4543,1118,Credit Card,91084.83,2020-09-20,2023-09-20
4544,6866,Overdraft,75191.64,2015-10-30,2018-10-29
4545,7757,Insurance,61753.71,2016-03-24,2017-03-24
4546,7564,Insurance,60332.06,2019-08-24,2020-08-23
4547,6727,Locker,57249.46,2018-07-13,2023-07-12
4548,2141,Loan,95932.65,2015-11-30,2017-11-29
4549,5115,Credit Card,98858.35,2020-06-03,2021-06-03
4550,6711,Locker,34632.47,2021-07-23,2026-07-22
4551,7896,Locker,93682.17,2015-03-31,2018-03-30
4552,3037,Overdraft,27956.36,2017-06-14,2020-06-13
4553,7691,Loan,39454.9,2015-11-06,2017-11-05
4554,1547,Locker,34613.82,2021-04-30,2023-04-30
4555,4821,Locker,50216.29,2023-12-24,2026-12-23
4556,7964,Insurance,50797.85,2023-06-20,2024-06-19
4557,4199,Insurance,32058.7,2022-03-12,2027-03-11
4558,2484,Insurance,56329.31,2017-05-29,2020-05-28
4559,1104,Overdraft,28975.4,2019-01-27,2023-01-26
4560,3835,Insurance,22660.68,2017-12-08,2022-12-07
4561,1623,Overdraft,17661.73,2015-01-05,2020-01-04
4562,7399,Locker,8446.51,2019-08-28,2020-08-27
4563,6236,Credit Card,5090.39,2017-02-24,2022-02-23
4564,6846,Overdraft,34717.93,2016-03-23,2017-03-23
4565,2099,Locker,92265.44,2022-12-28,2026-12-27
4566,4966,Credit Card,5332.28,2016-02-17,2020-02-16
4567,2845,Locker,19787.75,2015-08-16,2019-08-15
4568,3542,Loan,84499.32,2015-12-05,2017-12-04
4569,6859,Locker,42051.32,2020-05-17,2024-05-16
4570,1530,Loan,50294.79,2015-03-29,2020-03-27
4571,5341,Loan,86808.74,2015-12-26,2018-12-25
4572,2970,Credit Card,10333.81,2016-06-26,2021-06-25
4573,4181,Locker,88469.71,2021-12-23,2026-12-22
4574,5233,Insurance,22830.98,2021-10-14,2023-10-14
4575,2971,Loan,7329.71,2015-10-28,2020-10-26
4576,4619,Overdraft,4841.23,2022-03-22,2024-03-21
4577,6798,Credit Card,79060.47,2016-11-07,2020-11-06
4578,1413,Insurance,94798.69,2015-10-16,2016-10-15
4579,502,Insurance,39849.0,2021-04-24,2025-04-23
4580,5306,Locker,97536.01,2022-03-02,2023-03-02
4581,1020,Overdraft,68040.39,2021-10-05,2022-10-05
4582,1620,Loan,55157.22,2019-03-20,2024-03-18
4583,4978,Overdraft,92775.0,2017-10-08,2019-10-08
4584,3977,Locker,50810.76,2016-03-12,2020-03-11
4585,6054,Overdraft,34157.24,2020-07-28,2023-07-28
4586,987,Overdraft,53295.45,2019-12-30,2023-12-29
4587,5762,Locker,21432.16,2021-05-19,2023-05-19
4588,4171,Locker,64938.65,2017-01-15,2022-01-14
4589,1277,Insurance,12728.59,2020-11-01,2025-10-31
4590,95,Locker,34995.88,2022-06-09,2026-06-08
4591,5263,Loan,42617.35,2021-02-02,2022-02-02
4592,5879,Locker,67245.35,2020-09-12,2021-09-12
4593,5324,Loan,13504.24,2022-07-12,2023-07-12
4594,3117,Credit Card,41791.7,2022-04-24,2027-04-23
4595,7842,Insurance,44255.68,2021-11-27,2026-11-26
4596,5976,Locker,77640.71,2017-06-28,2019-06-28
4597,2261,Overdraft,13238.17,2017-09-16,2020-09-15
4598,7736,Overdraft,86723.12,2021-09-02,2022-09-02
4599,5771,Insurance,66353.22,2018-12-17,2019-12-17
4600,5012,Locker,43044.2,2018-01-31,2023-01-30
4601,4442,Loan,64289.02,2017-08-14,2021-08-13
4602,3833,Credit Card,39632.88,2020-07-15,2025-07-14
4603,5058,Locker,11944.69,2015-06-25,2016-06-24
4604,5171,Credit Card,46094.67,2022-05-09,2026-05-08
4605,4998,Overdraft,78921.13,2019-04-26,2023-04-25
4606,111,Locker,52822.32,2019-04-12,2023-04-11
4607,153,Locker,45640.0,2015-04-30,2020-04-28
4608,1223,Credit Card,91218.18,2015-03-26,2018-03-25
4609,2237,Loan,30096.49,2017-11-12,2019-11-12
4610,5452,Overdraft,39446.92,2023-01-22,2024-01-22
4611,7572,Insurance,79668.53,2019-08-29,2023-08-28
4612,1500,Overdraft,87340.77,2021-02-19,2023-02-19
4613,3009,Overdraft,56771.19,2018-03-08,2023-03-07
4614,5367,Loan,52001.95,2023-10-03,2024-10-02
4615,2809,Locker,11431.97,2023-08-30,2025-08-29
4616,892,Loan,78690.66,2019-01-16,2023-01-15
4617,3851,Locker,82245.43,2016-04-15,2019-04-15
4618,5502,Overdraft,33870.59,2017-04-26,2018-04-26
4619,3920,Locker,74037.39,2022-04-28,2026-04-27
4620,7304,Locker,1159.5,2020-11-20,2022-11-20
4621,4734,Locker,52424.97,2023-12-19,2027-12-18
4622,1836,Insurance,9519.93,2015-04-02,2019-04-01
4623,3451,Locker,58455.13,2021-01-22,2023-01-22
4624,7646,Locker,55592.33,2020-01-11,2024-01-10
4625,1694,Locker,92940.39,2022-08-23,2026-08-22
4626,5404,Credit Card,52046.34,2019-06-10,2022-06-09
4627,1188,Insurance,88365.5,2019-07-03,2021-07-02
4628,2594,Overdraft,46827.07,2019-05-02,2023-05-01
4629,6916,Locker,38311.29,2016-03-20,2017-03-20
4630,362,Locker,41844.81,2017-03-21,2018-03-21
4631,6781,Loan,57513.85,2019-08-21,2021-08-20
4632,1745,Overdraft,6285.91,2015-08-09,2019-08-08
4633,3893,Insurance,5009.82,2018-12-20,2023-12-19
4634,1102,Locker,88830.79,2023-04-26,2028-04-24
4635,5766,Overdraft,18942.58,2022-04-11,2024-04-10
4636,2371,Locker,32412.56,2020-01-15,2022-01-14
4637,5217,Locker,92134.89,2020-12-04,2022-12-04
4638,2649,Credit Card,90313.98,2022-11-20,2023-11-20
4639,1710,Locker,3388.46,2019-08-28,2021-08-27
4640,1877,Overdraft,4244.32,2021-12-17,2022-12-17
4641,626,Credit Card,66733.71,2015-07-04,2020-07-02
4642,1571,Loan,84404.51,2016-10-22,2019-10-22
4643,4361,Insurance,80781.62,2020-12-31,2025-12-30
4644,5407,Credit Card,21160.99,2021-03-15,2022-03-15
4645,7736,Loan,68393.18,2018-03-06,2023-03-05
4646,403,Credit Card,35777.88,2020-06-05,2022-06-05
4647,912,Loan,95411.32,2020-01-10,2024-01-09
4648,1438,Insurance,15094.84,2022-11-03,2027-11-02
4649,4666,Overdraft,60178.6,2022-03-01,2026-02-28
4650,2692,Insurance,8052.97,2018-09-10,2022-09-09
4651,7314,Insurance,93341.72,2023-08-18,2028-08-16
4652,4468,Locker,89752.35,2023-06-29,2027-06-28
4653,7997,Credit Card,41816.17,2018-04-21,2020-04-20
4654,701,Overdraft,23128.9,2022-02-21,2025-02-20
4655,3820,Credit Card,43501.74,2020-07-21,2025-07-20
4656,2780,Credit Card,38034.27,2016-01-22,2019-01-21
4657,2389,Credit Card,46141.94,2017-12-10,2022-12-09
4658,7814,Insurance,44849.55,2020-02-25,2025-02-23
4659,2318,Overdraft,84554.41,2019-03-23,2023-03-22
4660,7833,Overdraft,22666.65,2019-03-04,2021-03-03
4661,4805,Insurance,50115.97,2023-10-29,2026-10-28
4662,3678,Credit Card,6825.75,2016-10-18,2018-10-18
4663,6687,Loan,68024.2,2020-02-22,2021-02-21
4664,6866,Locker,33161.87,2023-01-07,2028-01-06
4665,4761,Loan,12440.19,2015-09-23,2020-09-21
4666,427,Credit Card,76583.41,2017-10-20,2018-10-20
4667,1359,Credit Card,34516.39,2015-04-22,2017-04-21
4668,1351,Overdraft,50524.6,2021-01-24,2024-01-24
4669,2411,Insurance,37772.89,2017-01-25,2019-01-25
4670,1441,Overdraft,37301.21,2019-04-24,2023-04-23
4671,6026,Loan,29022.85,2016-09-28,2019-09-28
4672,3640,Insurance,30431.43,2020-05-04,2021-05-04
4673,4958,Loan,99755.1,2015-07-22,2020-07-20
4674,4087,Locker,46488.95,2016-12-04,2017-12-04
4675,4846,Insurance,68960.9,2021-09-11,2024-09-10
4676,272,Locker,61564.77,2016-03-27,2017-03-27
4677,6023,Credit Card,32540.54,2015-07-22,2020-07-20
4678,7832,Insurance,20719.02,2017-04-03,2021-04-02
4679,6024,Overdraft,58958.13,2021-01-28,2024-01-28
4680,3320,Credit Card,34931.96,2015-12-12,2020-12-10
4681,765,Credit Card,68257.9,2019-05-06,2021-05-05
4682,7131,Insurance,85586.83,2016-11-06,2018-11-06
4683,4501,Loan,38150.33,2017-10-27,2019-10-27
4684,4627,Credit Card,78768.83,2015-04-21,2019-04-20
4685,7535,Locker,24689.6,2021-01-11,2026-01-10
4686,7295,Overdraft,67464.26,2017-03-29,2019-03-29
4687,6191,Insurance,79020.28,2019-06-08,2023-06-07
4688,459,Overdraft,49601.19,2021-03-30,2026-03-29
4689,2415,Insurance,33134.48,2019-04-02,2021-04-01
4690,7665,Credit Card,2116.8,2019-12-02,2024-11-30
4691,7058,Locker,19933.56,2021-07-25,2023-07-25
4692,1460,Credit Card,55830.28,2022-08-21,2025-08-20
4693,572,Insurance,78678.64,2017-08-12,2020-08-11
4694,4035,Credit Card,46841.13,2023-05-01,2028-04-29
4695,357,Overdraft,15448.81,2018-03-08,2022-03-07
4696,2501,Locker,61774.05,2023-11-24,2025-11-23
4697,7393,Overdraft,71925.64,2017-04-19,2020-04-18
4698,5399,Insurance,33862.84,2018-05-27,2021-05-26
4699,6255,Loan,84423.22,2017-04-17,2022-04-16
4700,213,Locker,66915.66,2018-08-16,2021-08-15
4701,1263,Overdraft,35414.51,2022-06-20,2023-06-20
4702,5303,Credit Card,17945.13,2019-06-05,2020-06-04
4703,6977,Overdraft,61658.88,2019-10-31,2024-10-29
4704,3219,Loan,44222.16,2017-12-04,2020-12-03
4705,4410,Overdraft,96695.1,2021-11-21,2023-11-21
4706,1452,Credit Card,13097.33,2019-09-28,2023-09-27
4707,6136,Overdraft,99459.09,2019-07-05,2022-07-04
4708,5583,Insurance,3256.79,2015-02-11,2018-02-10
4709,2726,Loan,44605.07,2015-04-27,2017-04-26
4710,4111,Insurance,29932.2,2019-01-19,2020-01-19
4711,3576,Loan,53386.44,2022-12-09,2027-12-08
4712,5557,Insurance,41001.99,2016-12-13,2018-12-13
4713,4980,Insurance,56238.57,2019-08-28,2022-08-27
4714,2469,Credit Card,75800.84,2016-07-10,2021-07-09
4715,894,Credit Card,51530.87,2023-08-29,2024-08-28
4716,6133,Loan,64485.08,2015-09-24,2020-09-22
4717,1115,Insurance,51330.44,2018-07-31,2023-07-30
4718,7440,Overdraft,77785.99,2016-12-30,2018-12-30
4719,7545,Loan,12082.39,2017-08-21,2019-08-21
4720,2844,Insurance,23642.18,2022-01-23,2024-01-23
4721,2170,Locker,58401.37,2017-02-22,2021-02-21
4722,7564,Credit Card,16545.24,2015-06-17,2018-06-16
4723,6171,Credit Card,71184.96,2018-08-06,2023-08-05
4724,5272,Loan,3293.62,2023-09-24,2025-09-23
4725,4564,Insurance,28244.64,2017-01-03,2021-01-02
4726,3945,Locker,58843.57,2016-07-20,2021-07-19
4727,7602,Overdraft,92610.79,2021-11-10,2026-11-09
4728,5177,Loan,75022.77,2023-11-21,2026-11-20
4729,3633,Insurance,29374.47,2017-11-16,2020-11-15
4730,7142,Insurance,90483.95,2017-07-30,2018-07-30
4731,736,Overdraft,93887.36,2018-08-08,2023-08-07
4732,3157,Credit Card,56959.67,2023-02-28,2024-02-28
4733,1411,Loan,43998.6,2023-01-31,2028-01-30
4734,6317,Insurance,17302.08,2016-09-24,2021-09-23
4735,3990,Locker,28253.19,2022-09-26,2025-09-25
4736,3304,Loan,16467.19,2018-05-02,2022-05-01
4737,7683,Insurance,55633.14,2021-04-01,2022-04-01
4738,6563,Locker,43603.94,2015-02-14,2020-02-13
4739,3407,Insurance,17049.75,2019-12-20,2023-12-19
4740,2582,Credit Card,45973.39,2015-12-03,2019-12-02
4741,3495,Credit Card,29673.94,2021-07-14,2026-07-13
4742,3710,Overdraft,20208.49,2017-05-20,2020-05-19
4743,7559,Insurance,24805.84,2018-04-01,2021-03-31
4744,2295,Credit Card,64968.67,2023-08-02,2028-07-31
4745,2075,Insurance,72057.81,2016-02-28,2020-02-27
4746,6616,Insurance,32979.08,2018-07-23,2020-07-22
4747,959,Credit Card,54997.26,2017-03-12,2022-03-11
4748,5625,Insurance,12178.49,2021-08-22,2025-08-21
4749,4680,Locker,50502.45,2015-09-13,2017-09-12
4750,7479,Overdraft,6423.41,2017-09-06,2021-09-05
4751,6672,Credit Card,9759.21,2017-10-25,2020-10-24
4752,4727,Insurance,94179.98,2022-07-27,2025-07-26
4753,7756,Locker,43523.47,2023-01-17,2028-01-16
4754,5211,Insurance,53266.87,2021-01-20,2022-01-20
4755,1905,Locker,90307.69,2022-10-06,2025-10-05
4756,6074,Insurance,8930.72,2016-12-19,2021-12-18
4757,1146,Overdraft,33238.23,2019-02-23,2022-02-22
4758,1509,Loan,74201.47,2023-01-17,2026-01-16
4759,2632,Loan,73483.38,2018-03-14,2021-03-13
4760,584,Overdraft,16472.74,2017-05-20,2018-05-20
4761,4075,Overdraft,15015.69,2021-09-15,2025-09-14
4762,7121,Insurance,14742.12,2022-06-11,2027-06-10
4763,5966,Overdraft,42461.05,2023-05-03,2028-05-01
4764,3544,Locker,46953.5,2019-11-08,2022-11-07
4765,807,Overdraft,21154.38,2015-11-16,2017-11-15
4766,6192,Loan,59507.42,2015-06-19,2018-06-18
4767,3423,Insurance,9529.56,2016-03-22,2018-03-22
4768,626,Credit Card,24784.39,2017-05-24,2020-05-23
4769,6413,Locker,1650.22,2019-10-03,2024-10-01
4770,1934,Loan,14480.57,2019-11-19,2024-11-17
4771,7461,Locker,90600.93,2020-10-31,2023-10-31
4772,2023,Overdraft,51598.09,2017-02-25,2022-02-24
4773,3564,Credit Card,8370.26,2015-03-14,2020-03-12
4774,7692,Credit Card,21930.15,2019-11-03,2021-11-02
4775,7411,Overdraft,44141.92,2023-12-08,2027-12-07
4776,995,Loan,70747.5,2020-02-19,2022-02-18
4777,5109,Overdraft,78065.85,2023-06-17,2025-06-16
4778,3507,Locker,48263.51,2019-11-01,2023-10-31
4779,3707,Loan,11653.61,2016-10-08,2021-10-07
4780,3092,Credit Card,33835.84,2017-08-20,2021-08-19
4781,2226,Locker,25757.87,2020-01-04,2022-01-03
4782,6463,Credit Card,85892.15,2018-07-28,2021-07-27
4783,1050,Insurance,32817.92,2017-03-08,2021-03-07
4784,7962,Locker,42600.2,2017-04-17,2020-04-16
4785,604,Locker,71778.48,2020-02-12,2023-02-11
4786,3633,Loan,21423.75,2022-05-13,2023-05-13
4787,4351,Insurance,44454.58,2023-07-28,2027-07-27
4788,6546,Locker,75001.07,2015-08-20,2020-08-18
4789,4857,Credit Card,56970.52,2023-09-17,2028-09-15
4790,5490,Credit Card,30342.57,2022-04-17,2025-04-16
4791,6532,Locker,41869.38,2021-11-20,2024-11-19
4792,3253,Loan,14778.03,2022-01-01,2023-01-01
4793,5914,Credit Card,24663.58,2023-09-24,2025-09-23
4794,2591,Overdraft,7707.11,2020-05-12,2023-05-12
4795,3812,Insurance,1903.14,2022-04-16,2024-04-15
4796,2359,Locker,29332.4,2022-03-17,2027-03-16
4797,6671,Loan,29208.59,2019-04-19,2024-04-17
4798,7060,Insurance,59664.32,2017-10-22,2021-10-21
4799,7511,Insurance,87814.78,2018-07-31,2023-07-30
4800,7318,Insurance,28403.49,2016-02-24,2019-02-23
4801,7874,Loan,3384.51,2018-03-11,2023-03-10
4802,6804,Loan,59485.47,2017-10-14,2022-10-13
4803,6678,Credit Card,34050.9,2022-12-22,2027-12-21
4804,3853,Overdraft,76727.53,2020-09-18,2022-09-18
4805,2953,Credit Card,98049.25,2022-12-24,2024-12-23
4806,1063,Loan,12313.1,2020-06-12,2024-06-11
4807,2142,Insurance,47189.42,2021-07-24,2026-07-23
4808,2870,Loan,56680.56,2019-01-14,2023-01-13
4809,316,Locker,35104.3,2020-06-27,2021-06-27
4810,5336,Locker,95162.63,2015-06-09,2018-06-08
4811,3971,Insurance,41819.12,2023-11-04,2026-11-03
4812,5170,Overdraft,52035.29,2020-11-13,2024-11-12
4813,5589,Locker,70093.82,2017-10-19,2020-10-18
4814,367,Overdraft,66979.58,2022-04-06,2027-04-05
4815,4913,Overdraft,55767.75,2021-01-15,2024-01-15
4816,4026,Loan,61760.33,2017-03-30,2020-03-29
4817,3288,Overdraft,84385.77,2018-12-28,2020-12-27
4818,6511,Insurance,52084.06,2021-08-18,2026-08-17
4819,1910,Overdraft,44371.92,2020-02-02,2023-02-01
4820,2002,Insurance,18969.62,2022-09-07,2026-09-06
4821,5140,Overdraft,15327.16,2020-12-16,2025-12-15
4822,1402,Insurance,91597.95,2017-12-07,2021-12-06
4823,4524,Credit Card,37694.74,2015-10-20,2016-10-19
4824,5244,Credit Card,89307.35,2018-09-21,2021-09-20
4825,5983,Credit Card,9396.38,2015-05-27,2020-05-25
4826,4748,Locker,89967.77,2023-06-12,2027-06-11
4827,5017,Credit Card,45698.97,2015-04-07,2019-04-06
4828,1870,Loan,5982.24,2017-01-31,2019-01-31
4829,822,Locker,4798.81,2017-07-01,2018-07-01
4830,6978,Insurance,5118.77,2018-05-05,2022-05-04
4831,5235,Credit Card,31374.74,2021-09-03,2022-09-03
4832,522,Insurance,31080.8,2017-10-20,2018-10-20
4833,5929,Insurance,31555.22,2019-05-27,2024-05-25
4834,3761,Overdraft,41430.42,2019-01-19,2021-01-18
4835,6156,Locker,77503.47,2018-12-27,2020-12-26
4836,3374,Credit Card,36291.0,2016-11-08,2019-11-08
4837,5450,Insurance,51304.43,2019-12-28,2021-12-27
4838,7595,Loan,82965.6,2015-12-04,2018-12-03
4839,3138,Overdraft,96010.0,2015-09-12,2019-09-11
4840,7266,Locker,56607.02,2015-05-25,2018-05-24
4841,770,Insurance,47851.3,2019-12-08,2022-12-07
4842,5575,Overdraft,93629.82,2015-05-21,2017-05-20
4843,3173,Loan,57683.24,2022-07-29,2024-07-28
